Date,Value
1-Apr-05,6.4
1-May-05,1.2
1-Jun-05,0
1-Jul-05,0
1-Aug-05,0
1-Sep-05,0
1-Oct-05,0.1
1-Nov-05,22.3
1-Dec-05,42.9
1-Jan-06,44.3
1-Feb-06,42.6
1-Mar-06,4.6
1-Apr-06,17.9
1-May-06,0.5
1-Jun-06,0
1-Jul-06,0
1-Aug-06,0
1-Sep-06,0
1-Oct-06,5.9
1-Nov-06,11.1
1-Dec-06,47.6
1-Jan-07,35.4
1-Feb-07,15.3
1-Mar-07,19.6
1-Apr-07,30.5
1-May-07,2.3
1-Jun-07,0
1-Jul-07,0
1-Aug-07,0
1-Sep-07,0
1-Oct-07,0.1
1-Nov-07,1.6
1-Dec-07,23.5
1-Jan-08,26.6
1-Feb-08,3.7
1-Mar-08,0.5
1-Apr-08,4.8
1-May-08,1.3
1-Jun-08,0
1-Jul-08,0
1-Aug-08,0
1-Sep-08,0
1-Oct-08,4.7
1-Nov-08,29.3
1-Dec-08,1.6
1-Jan-09,4.7
1-Feb-09,7
1-Mar-09,14.8
1-Apr-09,14.6
1-May-09,1
1-Jun-09,0
1-Jul-09,0
1-Aug-09,0
1-Sep-09,0
1-Oct-09,5.3
1-Nov-09,31.4
1-Dec-09,31.3
1-Jan-10,8.1
1-Feb-10,8.4
1-Mar-10,2.9
1-Apr-10,23.8
1-May-10,9.2
1-Jun-10,0
1-Jul-10,0
1-Aug-10,0
1-Sep-10,0
1-Oct-10,0.1
1-Nov-10,2.4
1-Dec-10,6.7
1-Jan-11,30.9
1-Feb-11,19.7
1-Mar-11,18.5
1-Apr-11,11.2
1-May-11,4
1-Jun-11,0
1-Jul-11,0
1-Aug-11,0
1-Sep-11,0
1-Oct-11,1.4
1-Nov-11,14.4
1-Dec-11,0.5
1-Jan-12,6.9
1-Feb-12,25.4
1-Mar-12,9.2
1-Apr-12,7.8
1-May-12,1.5
1-Jun-12,0
1-Jul-12,0
1-Aug-12,0
1-Sep-12,0
1-Oct-12,3.5
1-Nov-12,34.3
1-Dec-12,29.7
1-Jan-13,17.1
1-Feb-13,5
1-Mar-13,5.3
1-Apr-13,6.1
1-May-13,5.9
1-Jun-13,0
1-Jul-13,0
1-Aug-13,0
1-Sep-13,0
1-Oct-13,2.1
1-Nov-13,41
1-Dec-13,26.6
1-Jan-14,33.3
1-Feb-14,5.8
1-Mar-14,19.1
1-Apr-14,9.1
1-May-14,0.2
1-Jun-14,0
1-Jul-14,0
1-Aug-14,0
1-Sep-14,0
1-Oct-14,3.5
1-Nov-14,5.3
1-Dec-14,13.3
1-Jan-15,2.6
1-Feb-15,15.9
1-Mar-15,22.5
1-Apr-15,0.5
1-May-15,0.2
1-Jun-15,0
1-Jul-15,0
1-Aug-15,0
1-Sep-15,0
1-Oct-15,3.2
1-Nov-15,15.9
1-Dec-15,52.9
1-Jan-16,11.2
1-Feb-16,14.3
1-Mar-16,55.2
1-Apr-16,37.3
1-May-16,1.8
1-Jun-16,0
1-Jul-16,0
1-Aug-16,0
1-Sep-16,0
1-Oct-16,0.1
1-Nov-16,0.9
1-Dec-16,33.2
1-Jan-17,33.2
1-Feb-17,20.6
1-Mar-17,47.5
1-Apr-17,1.5
1-May-17,0.4
1-Jun-17,0
1-Jul-17,0
1-Aug-17,0
1-Sep-17,0
1-Oct-17,0.1
1-Nov-17,12.3
1-Dec-17,0.7
1-Jan-18,2.4
1-Feb-18,38.2
1-Mar-18,0.4
1-Apr-18,42.6
1-May-18,14.5
1-Jun-18,0
1-Jul-18,0
1-Aug-18,0
1-Sep-18,0
1-Oct-18,13.6
1-Nov-18,56
1-Dec-18,9.7
1-Jan-19,12.2
1-Feb-19,6.7
1-Mar-19,16.8
1-Apr-19,10.1
1-May-19,1.6
1-Jun-19,0
1-Jul-19,0
1-Aug-19,0
1-Sep-19,0
1-Oct-19,4.5
1-Nov-19,12
1-Dec-19,39.7
1-Jan-20,2.7
1-Feb-20,6.5
1-Mar-20,20.6
1-Apr-20,8.5
1-May-20,1.6
1-Jun-20,0
1-Jul-20,0
1-Aug-20,0
1-Sep-20,0
1-Oct-20,0.1
1-Nov-20,62.9
1-Dec-20,35.9
