Date,Value
1985,4.1
1985,0
1985,0
1985,0
1985,0
1985,0.1
1985,37.2
1985,56
1986,20.5
1986,62.3
1986,54
1986,58.7
1986,9.3
1986,0
1986,0
1986,0
1986,0
1986,1.3
1986,68.8
1986,49.9
1987,7.7
1987,29.9
1987,71.9
1987,4.9
1987,1.6
1987,0
1987,0
1987,0
1987,0.1
1987,26.8
1987,7.2
1987,83
1988,62.1
1988,60.8
1988,40.5
1988,18.1
1988,0.4
1988,0
1988,0
1988,0
1988,0.1
1988,1.1
1988,4.8
1988,47.6
1989,27.7
1989,39
1989,33.9
1989,6.9
1989,2.7
1989,0
1989,0
1989,0
1989,0
1989,0.9
1989,43.3
1989,80.6
1990,43.8
1990,40.2
1990,19.8
1990,17.9
1990,1
1990,0
1990,0
1990,0
1990,0
1990,4.3
1990,18.6
1990,22.3
1991,84.9
1991,47.7
1991,82.5
1991,13.8
1991,0.2
1991,0
1991,0
1991,0
1991,0
1991,15.7
1991,8.5
1991,83.6
1992,55.6
1992,54.6
1992,57.6
1992,12
1992,11.2
1992,0
1992,0
1992,0
1992,0
1992,0.1
1992,30.6
1992,78
1993,80
1993,55.7
1993,35.4
1993,71.7
1993,14.2
1993,0
1993,0
1993,0
1993,0
1993,7.8
1993,26.7
1993,16.3
1994,59.4
1994,16.6
1994,48.5
1994,18
1994,4.2
1994,0
1994,0
1994,0
1994,0.2
1994,17.2
1994,115.5
1994,37.2
1995,17.2
1995,57.4
1995,16.9
1995,33.7
1995,6.5
1995,0
1995,0
1995,0
1995,0
1995,0.4
1995,1.8
1995,55.6
1996,95.4
1996,71.4
1996,65.9
1996,50.4
1996,5.1
1996,0
1996,0
1996,0
1996,0
1996,0.8
1996,6.1
1996,26.5
1997,50.2
1997,3.2
1997,106.1
1997,24.9
1997,3.8
1997,0
1997,0
1997,0
1997,0
1997,7.5
1997,48.7
1997,56.2
1998,93.1
1998,29.6
1998,69.7
1998,7.3
1998,3.6
1998,0
1998,0
1998,0
1998,0.1
1998,0.8
1998,10.2
1998,9.1
1999,84.1
1999,70.9
1999,56.3
1999,3.9
1999,0.4
1999,0
1999,0
1999,0
1999,0
1999,1.6
1999,14.1
1999,67.1
2000,66.2
2000,19.9
2000,11.6
2000,3.3
2000,0.7
2000,0
2000,0
2000,0
2000,0.1
2000,6.1
2000,28.7
2000,111.2
2001,50
2001,26
2001,22.4
2001,10.7
2001,4.3
2001,0
2001,0
2001,0
2001,0.2
2001,5.1
2001,11
2001,132.7
2002,59.7
2002,29.8
2002,23.9
2002,45.4
2002,0.9
2002,0
2002,0
2002,0
2002,0
2002,1.9
2002,35.8
2002,48.9
2003,61.4
2003,24.9
2003,32.4
2003,30.2
2003,0.5
2003,0
2003,0
2003,0
2003,0
2003,2.7
2003,29.3
2003,80.4
2004,137.1
2004,15.6
2004,8.8
2004,29.3
2004,4.1
2004,0
2004,0
2004,0
2004,0
2004,0.3
2004,35
2004,79.7
2005,82.6
2005,24.8
2005,46.7
2005,11.8
2005,1.9
2005,0
2005,0
2005,0
2005,0
2005,0.2
2005,30.4
2005,69.8
2006,86.2
2006,82.7
2006,12.1
2006,27.6
2006,0.9
2006,0
2006,0
2006,0
2006,0
2006,12.4
2006,25.1
2006,74
2007,52.6
2007,32.9
2007,35.9
2007,47.6
2007,2.9
2007,0
2007,0
2007,0
2007,0
2007,0.1
2007,3.7
2007,46.1
2008,49.8
2008,10.2
2008,1
2008,7.6
2008,1.1
2008,0
2008,0
2008,0
2008,0.2
2008,9.8
2008,51.1
2008,5
2009,11.7
2009,18.2
2009,20.4
2009,22.5
2009,1.4
2009,0
2009,0
2009,0
2009,0
2009,11.2
2009,53.4
2009,63.1
2010,18.7
2010,22.4
2010,9.1
2010,36.6
2010,8.5
2010,0
2010,0
2010,0
2010,0
2010,0.1
2010,6
2010,17.9
2011,58.5
2011,31.5
2011,30.5
2011,16.2
2011,5.5
2011,0
2011,0
2011,0
2011,0
2011,4.9
2011,29
2011,1
2012,11.4
2012,45.3
2012,11.7
2012,13.5
2012,1.9
2012,0
2012,0
2012,0
2012,0
2012,6.7
2012,59.1
2012,57.6
2013,39.7
2013,17
2013,23.6
2013,15.1
2013,6.4
2013,0
2013,0
2013,0
2013,0
2013,1.1
2013,59.8
2013,53.7
2014,60
2014,16.9
2014,34
2014,14.8
2014,1.1
2014,0
2014,0
2014,0
2014,0
2014,8.5
2014,19.9
2014,27.2
2015,9.7
2015,24.2
2015,33.9
2015,4.1
2015,2.2
2015,0
2015,0
2015,0
2015,0.1
2015,5.7
2015,28.1
2015,79.4
2016,31.6
2016,32.5
2016,72.5
2016,50
2016,3.8
2016,0
2016,0
2016,0
2016,0
2016,0.5
2016,2.8
2016,63
2017,64.4
2017,28.5
2017,69.5
2017,10.1
2017,3.4
2017,0
2017,0
2017,0
2017,0
2017,0.5
2017,20.8
2017,6.8
2018,16.2
2018,69.7
2018,3.3
2018,55.1
2018,17.6
2018,0
2018,0
2018,0
2018,0
2018,19.5
2018,85.6
2018,27.9
2019,58
2019,21.8
2019,40.9
2019,19.9
2019,2.4
2019,0
2019,0
2019,0
2019,0
2019,7.1
2019,18.7
2019,69
2020,12.3
2020,28.6
2020,36.6
2020,19.1
2020,2.2
2020,0
2020,0
2020,0
2020,0
2020,0.5
2020,88.8
2020,52
